Year Strain Physical Psychological Self_control Attachment Passion Perpetrator Delinquency
2015.00	173.00	21.00	13.00	3.00	29.00	27.00	9.00	27.00
2015.00	130.00	20.00	15.00	5.00	34.00	19.00	11.00	16.00
2015.00	23.00	9.00	8.00	2.00	26.00	17.00	7.00	10.00
2015.00	30.00	15.00	11.00	3.00	29.00	21.00	11.00	15.00
2015.00	38.00	13.00	54.00	6.00	43.00	32.00	11.00	24.00
2015.00	74.00	24.00	28.00	11.00	66.00	34.00	25.00	37.00
2015.00	55.00	11.00	29.00	5.00	53.00	56.00	10.00	18.00
2015.00	23.00	11.00	8.00	3.00	24.00	22.00	6.00	16.00
2015.00	30.00	16.00	6.00	2.00	26.00	20.00	17.00	27.00
2015.00	23.00	8.00	7.00	3.00	23.00	18.00	3.00	13.00
2015.00	36.00	18.00	9.00	4.00	28.00	20.00	11.00	24.00
2015.00	30.00	10.00	17.00	5.00	34.00	18.00	11.00	24.00
2015.00	42.00	16.00	17.00	8.00	40.00	35.00	11.00	21.00
2015.00	41.00	11.00	6.00	5.00	32.00	31.00	8.00	16.00
2015.00	33.00	11.00	10.00	3.00	40.00	30.00	13.00	22.00
2015.00	43.00	35.00	8.00	4.00	61.00	25.00	9.00	42.00
2015.00	36.00	18.00	8.00	3.00	32.00	27.00	6.00	31.00
2015.00	21.00	16.00	4.00	1.00	22.00	17.00	6.00	13.00
2015.00	41.00	28.00	17.00	11.00	47.00	33.00	10.00	29.00
2015.00	41.00	13.00	12.00	5.00	42.00	25.00	18.00	16.00
2015.00	130.00	83.00	15.00	3.00	62.00	39.00	22.00	33.00
2015.00	48.00	21.00	16.00	6.00	44.00	24.00	14.00	28.00
2015.00	38.00	17.00	12.00	5.00	36.00	27.00	13.00	26.00
2015.00	27.00	20.00	13.00	4.00	26.00	14.00	10.00	22.00
2015.00	28.00	11.00	12.00	1.00	31.00	15.00	6.00	17.00
2015.00	43.00	25.00	10.00	8.00	34.00	22.00	17.00	29.00
2015.00	38.00	21.00	18.00	8.00	44.00	37.00	17.00	26.00
2015.00	67.00	21.00	15.00	5.00	48.00	38.00	27.00	65.00
2015.00	52.00	11.00	27.00	7.00	39.00	25.00	12.00	55.00
2015.00	45.00	15.00	15.00	3.00	39.00	27.00	13.00	34.00
2015.00	27.00	12.00	10.00	3.00	25.00	18.00	9.00	16.00
2015.00	29.00	7.00	9.00	3.00	30.00	18.00	12.00	19.00
2015.00	32.00	12.00	9.00	1.00	27.00	22.00	7.00	21.00
2015.00	39.00	19.00	12.00	4.00	38.00	29.00	10.00	26.00
2015.00	76.00	17.00	14.00	12.00	56.00	29.00	11.00	41.00
2015.00	46.00	23.00	22.00	11.00	47.00	34.00	17.00	30.00
2015.00	94.00	9.00	10.00	5.00	39.00	23.00	13.00	88.00
2015.00	62.00	10.00	9.00	5.00	32.00	19.00	11.00	52.00
2015.00	36.00	13.00	10.00	6.00	32.00	23.00	11.00	29.00
2015.00	32.00	11.00	6.00	2.00	34.00	17.00	9.00	21.00
2015.00	33.00	21.00	16.00	5.00	43.00	37.00	6.00	20.00
2015.00	92.00	12.00	32.00	7.00	35.00	14.00	9.00	104.00
2015.00	52.00	27.00	10.00	3.00	43.00	35.00	16.00	27.00
2015.00	38.00	12.00	11.00	3.00	29.00	30.00	20.00	36.00
2015.00	30.00	9.00	9.00	5.00	31.00	22.00	10.00	18.00
2015.00	38.00	25.00	14.00	5.00	37.00	25.00	8.00	25.00
2015.00	31.00	17.00	9.00	4.00	32.00	25.00	5.00	19.00
2015.00	49.00	18.00	11.00	7.00	43.00	24.00	11.00	27.00
2015.00	18.00	6.00	1.00	.00	17.00	16.00	5.00	18.00
2015.00	17.00	7.00	9.00	3.00	19.00	14.00	5.00	14.00
2015.00	18.00	14.00	7.00	5.00	23.00	20.00	6.00	19.00
2015.00	21.00	18.00	9.00	3.00	25.00	25.00	6.00	18.00
2015.00	23.00	22.00	15.00	4.00	26.00	20.00	11.00	16.00
2015.00	45.00	18.00	12.00	6.00	38.00	37.00	16.00	23.00
2015.00	37.00	18.00	16.00	4.00	35.00	26.00	12.00	20.00
2015.00	52.00	29.00	13.00	1.00	52.00	29.00	9.00	33.00
2015.00	68.00	26.00	34.00	9.00	61.00	32.00	12.00	59.00
2015.00	56.00	21.00	17.00	5.00	58.00	32.00	11.00	45.00
2015.00	22.00	8.00	14.00	3.00	22.00	10.00	4.00	18.00
2015.00	28.00	16.00	10.00	7.00	25.00	14.00	8.00	18.00
2015.00	38.00	25.00	23.00	3.00	39.00	33.00	16.00	35.00
2015.00	49.00	33.00	12.00	9.00	60.00	38.00	14.00	36.00
2015.00	42.00	14.00	20.00	5.00	52.00	28.00	18.00	25.00
2015.00	47.00	13.00	12.00	5.00	44.00	35.00	11.00	44.00
2015.00	35.00	13.00	15.00	4.00	31.00	22.00	8.00	24.00
2015.00	25.00	8.00	9.00	2.00	24.00	12.00	7.00	15.00
2015.00	35.00	19.00	16.00	1.00	32.00	17.00	6.00	19.00
2015.00	28.00	10.00	14.00	4.00	26.00	18.00	12.00	21.00
2015.00	42.00	19.00	10.00	3.00	34.00	19.00	14.00	22.00
2015.00	48.00	17.00	13.00	1.00	34.00	27.00	17.00	25.00
2015.00	44.00	23.00	11.00	7.00	46.00	30.00	14.00	34.00
2015.00	49.00	15.00	9.00	28.00	32.00	32.00	8.00	48.00
2015.00	24.00	13.00	8.00	3.00	17.00	16.00	5.00	17.00
2015.00	28.00	26.00	6.00	2.00	30.00	21.00	22.00	35.00
2015.00	47.00	28.00	23.00	5.00	40.00	34.00	15.00	33.00
2015.00	86.00	23.00	20.00	11.00	73.00	56.00	18.00	50.00
2015.00	47.00	20.00	17.00	5.00	35.00	33.00	7.00	36.00
2015.00	73.00	29.00	20.00	11.00	65.00	45.00	20.00	42.00
2015.00	64.00	20.00	18.00	7.00	84.00	39.00	12.00	56.00
2015.00	43.00	11.00	16.00	4.00	43.00	21.00	9.00	30.00
2015.00	32.00	18.00	6.00	2.00	24.00	17.00	5.00	16.00
2015.00	51.00	25.00	15.00	9.00	43.00	34.00	10.00	30.00
2015.00	28.00	12.00	11.00	5.00	44.00	25.00	14.00	24.00
2015.00	40.00	17.00	8.00	4.00	40.00	26.00	6.00	31.00
2015.00	50.00	11.00	11.00	7.00	45.00	25.00	8.00	31.00
2015.00	45.00	18.00	23.00	5.00	41.00	43.00	9.00	34.00
2015.00	29.00	21.00	12.00	6.00	35.00	20.00	9.00	30.00
2015.00	32.00	15.00	10.00	5.00	32.00	22.00	7.00	24.00
2015.00	43.00	12.00	15.00	6.00	45.00	31.00	17.00	28.00
2015.00	48.00	10.00	11.00	4.00	43.00	29.00	14.00	25.00
2015.00	68.00	83.00	4.00	6.00	36.00	25.00	74.00	43.00
2015.00	47.00	35.00	13.00	7.00	65.00	48.00	11.00	40.00
2015.00	31.00	21.00	14.00	6.00	38.00	35.00	13.00	24.00
2015.00	52.00	10.00	6.00	5.00	22.00	15.00	7.00	12.00
2015.00	31.00	7.00	9.00	6.00	28.00	26.00	12.00	22.00
2015.00	32.00	15.00	17.00	3.00	33.00	23.00	12.00	30.00
2015.00	39.00	16.00	16.00	4.00	36.00	34.00	11.00	22.00
2015.00	51.00	15.00	17.00	5.00	41.00	26.00	13.00	41.00
2015.00	36.00	20.00	5.00	4.00	37.00	23.00	13.00	29.00
2015.00	23.00	7.00	8.00	1.00	18.00	25.00	9.00	23.00
2015.00	50.00	11.00	5.00	4.00	23.00	12.00	7.00	26.00
2015.00	33.00	6.00	7.00	3.00	16.00	10.00	6.00	13.00
2015.00	33.00	13.00	10.00	4.00	30.00	23.00	12.00	32.00
2015.00	38.00	14.00	12.00	6.00	44.00	23.00	13.00	25.00
2015.00	54.00	15.00	12.00	5.00	42.00	32.00	17.00	36.00
2015.00	31.00	20.00	13.00	4.00	43.00	31.00	15.00	26.00
2015.00	22.00	8.00	9.00	4.00	27.00	17.00	8.00	15.00
2015.00	19.00	11.00	6.00	2.00	19.00	11.00	10.00	9.00
2015.00	22.00	17.00	7.00	1.00	22.00	21.00	6.00	24.00
2015.00	33.00	31.00	8.00	6.00	29.00	19.00	8.00	26.00
2015.00	37.00	19.00	17.00	5.00	46.00	35.00	10.00	29.00
2015.00	36.00	24.00	11.00	5.00	40.00	22.00	17.00	26.00
2015.00	17.00	11.00	15.00	.00	25.00	12.00	5.00	15.00
2015.00	34.00	7.00	3.00	.00	21.00	16.00	5.00	19.00
2015.00	22.00	14.00	13.00	11.00	25.00	22.00	5.00	12.00
2015.00	23.00	6.00	12.00	2.00	17.00	17.00	8.00	12.00
2015.00	37.00	33.00	17.00	6.00	46.00	25.00	14.00	24.00
2015.00	89.00	107.00	19.00	7.00	53.00	32.00	24.00	91.00
2015.00	47.00	17.00	15.00	3.00	57.00	36.00	17.00	23.00
2015.00	37.00	25.00	14.00	4.00	47.00	45.00	18.00	29.00
2015.00	35.00	12.00	14.00	2.00	35.00	23.00	14.00	25.00
2015.00	22.00	6.00	6.00	2.00	18.00	14.00	4.00	16.00
2015.00	24.00	15.00	7.00	3.00	26.00	25.00	5.00	20.00
2015.00	51.00	20.00	12.00	6.00	43.00	32.00	21.00	33.00
